part_number,status
3RT2026-1BF40,NOT IN OLD CATALOGUE
IA.PC3X-35250/5A,NOT IN OLD CATALOGUE
EVA3160H,FOUND EXACTLY
6SL3202-0AE21-8CA0,NOT IN OLD CATALOGUE
6SL3210-1KE13-2AF2,FOUND EXACTLY
3VA1180-4ED22-0AA0,FOUND EXACTLY
1020010000,NOT IN OLD CATALOGUE
3WL9111-0BB21-0AA0,NOT IN OLD CATALOGUE
6SL3210-1KE23-8AF1,FOUND EXACTLY
3RT2027-1FB44-3MA0,FOUND EXACTLY
3SU1106-0AB50-1BA0,FOUND EXACTLY
3VA1180-3ED12-0AA0,FOUND EXACTLY
1027060000,NOT IN OLD CATALOGUE
1020040000,NOT IN OLD CATALOGUE
3VA1125-3ED22-0AA0,FOUND EXACTLY
7760056108,NOT IN OLD CATALOGUE
U24G250EKT-XMXXX,NOT IN OLD CATALOGUE
3SU1156-6AA30-1AA0,FOUND EXACTLY
3UF7941-0AA00-0,FOUND EXACTLY
5TL1180-0,NOT IN OLD CATALOGUE
3WL9111-0AA54-0AA0,NOT IN OLD CATALOGUE
3SU1060-0JB60-0AA0,FOUND EXACTLY
ENCY25024T,FOUND EXACTLY
1608620000,NOT IN OLD CATALOGUE
7760056105,NOT IN OLD CATALOGUE
5TL1391-1,FOUND EXACTLY
3SK1213-1AL20,NOT IN OLD CATALOGUE
3SE5232-0HC05,NOT IN OLD CATALOGUE
5SU9304-7KK25,FOUND EXACTLY
ENCY25060U,FOUND EXACTLY
5SY6216-7CC,FOUND EXACTLY
3SU1103-6AA40-1AA0,FOUND EXACTLY
1762370000,NOT IN OLD CATALOGUE
3VA1196-3ED12-0AA0,FOUND EXACTLY
3RT2025-1AP00,NOT IN OLD CATALOGUE
U60G250EKT-SXXXX,NOT IN OLD CATALOGUE
3SU1150-1HB20-1CG0,FOUND EXACTLY
3SU1061-0JB20-0AA0,FOUND EXACTLY
U2424G250EKT-XM2XX,NOT IN OLD CATALOGUE
3VA9603-0QB00,FOUND EXACTLY
3VA1112-5EF42-0AA0,NOT IN OLD CATALOGUE
6NH9860-1AA00,FOUND EXACTLY
3VA1332-4EF32-0AA0,FOUND EXACTLY
3RT1946-4EA1,FOUND EXACTLY
5TT5802-0,FOUND EXACTLY
3SU1400-2AA10-1CA0,FOUND EXACTLY
3WL9111-0AA33-0AA0,NOT IN OLD CATALOGUE
3RT2926-1BD00,FOUND EXACTLY
PB-M-BLK,FOUND EXACTLY
3VA9267-0HC30,FOUND EXACTLY
ENCY25036U,FOUND EXACTLY
3SU1103-0AB20-1CA0,FOUND EXACTLY
3VA1132-4EF42-0AA0,NOT IN OLD CATALOGUE
7760056088,NOT IN OLD CATALOGUE
IND-M-24-AMB,NOT IN OLD CATALOGUE
U48G250ECT-XM1XX,NOT IN OLD CATALOGUE
3RT2038-1AF00,NOT IN OLD CATALOGUE
3SU1061-0JD70-0AA0,FOUND EXACTLY
U1818G250EKT-SMXXX,FOUND - FORMAT DIFFERENCE
9005860000,NOT IN OLD CATALOGUE
3VA1110-4EE32-0AA0,FOUND EXACTLY
3SU1156-0AB20-1CA0,FOUND EXACTLY
3VA9157-0FK21,FOUND EXACTLY
0353500000,NOT IN OLD CATALOGUE
5ST3012,FOUND EXACTLY
3VA1163-3ED12-0AA0,FOUND EXACTLY
5TL1691-0,NOT IN OLD CATALOGUE
3SU1150-0AB30-1BA0,FOUND EXACTLY
U48G250ECT-SMXXX,NOT IN OLD CATALOGUE
U36O250ECT-SMXXX,NOT IN OLD CATALOGUE
5SV3347-6,FOUND EXACTLY
1020500000,FOUND EXACTLY
3VA1180-4EF42-0AA0,NOT IN OLD CATALOGUE
U84G250ECT-SXXXX,NOT IN OLD CATALOGUE
ENCY25012U,FOUND EXACTLY
3VA2063-6HM32-0AA0,FOUND EXACTLY
3RT2036-1AB00,NOT IN OLD CATALOGUE
5ST3806,FOUND EXACTLY
3SU1401-1BB30-1AA0,FOUND EXACTLY
5SU9354-7KK32,FOUND EXACTLY
3VA2463-5KP32-0AA0,FOUND EXACTLY
7760056069,FOUND EXACTLY
3VW9727-0EK11,NOT IN OLD CATALOGUE
1063110000,NOT IN OLD CATALOGUE
5SL6104-7CC,FOUND EXACTLY
1052260000,FOUND EXACTLY
1020190000,NOT IN OLD CATALOGUE
6SE6400-3TC07-5ED0,NOT IN OLD CATALOGUE
1020380000,FOUND EXACTLY
0514570000,FOUND EXACTLY
3VA1225-5EF42-0AA0,NOT IN OLD CATALOGUE
3VA1110-4EF42-0AA0,NOT IN OLD CATALOGUE
3VA9687-0FK21,FOUND EXACTLY
3VA1150-5EE32-0AA0,FOUND EXACTLY
3VA2116-5KQ32-0AA0,NOT IN OLD CATALOGUE
3VA2010-7HL32-0AA0,NOT IN OLD CATALOGUE
3VA2116-7HL32-0AA0,NOT IN OLD CATALOGUE
2528620000,FOUND EXACTLY
1165900015,FOUND EXACTLY
5SL6163-7CC,FOUND EXACTLY
1037800000,NOT IN OLD CATALOGUE
U6036O250EKT-XM1XX,NOT IN OLD CATALOGUE
3VA2225-6HM32-0AA0,FOUND EXACTLY
3VA2063-5HM32-0AA0,FOUND EXACTLY
3SU1401-2BB40-1AA0,FOUND EXACTLY
3NW6220-1,FOUND - FORMAT DIFFERENCE
3RT2926-1BB00,FOUND EXACTLY
3VA2225-6HL42-0AA0,NOT IN OLD CATALOGUE
3RT2026-1AF00,NOT IN OLD CATALOGUE
5TL1363-0,NOT IN OLD CATALOGUE
U3636G250ECT-SMXXX,FOUND - FORMAT DIFFERENCE
5TL1363-1,FOUND EXACTLY
3SU1156-6AA20-1AA0,FOUND EXACTLY
6SE6400-4BD21-2DA0,NOT IN OLD CATALOGUE
3VA2225-5HL32-0AA0,FOUND EXACTLY
U84G250EKT-SMXXX,FOUND - FORMAT DIFFERENCE
6SL3201-0BE21-0AA0,NOT IN OLD CATALOGUE
3RT2916-1BE00,NOT IN OLD CATALOGUE
U48G250ECT-SM1XX,FOUND - FORMAT DIFFERENCE
5SY6202-7CC,FOUND EXACTLY
5TL1240-0,NOT IN OLD CATALOGUE
3VA1150-3ED22-0AA0,FOUND EXACTLY
3VA2612-5HN32-0AA0,FOUND EXACTLY
9512200000,FOUND EXACTLY
3RW4027-1BB14,NOT IN OLD CATALOGUE
5SY4232-7CC,FOUND EXACTLY
U72O250EKT-XMXXX,NOT IN OLD CATALOGUE
1855620000,FOUND EXACTLY
3VA2510-5HL32-0AA0,FOUND EXACTLY
U18O250EKT,FOUND - FORMAT DIFFERENCE
7760056225,NOT IN OLD CATALOGUE
3RT2926-1ER00,NOT IN OLD CATALOGUE
3VA1140-6EF32-0AA0,FOUND EXACTLY
U84O250EKT-XMXXX,NOT IN OLD CATALOGUE
3VA1150-3EF32-0AA0,NOT IN OLD CATALOGUE
3RP2574-1NW30,FOUND EXACTLY
3VA2580-5KQ32-0AA0,FOUND EXACTLY
3VA1120-5EF42-0AA0,NOT IN OLD CATALOGUE
U4242G250ECT-XM2XX,NOT IN OLD CATALOGUE
3VA2116-7HL36-0AA0,NOT IN OLD CATALOGUE
3RW4036-1BB14,NOT IN OLD CATALOGUE
U36O250ECT,FOUND - FORMAT DIFFERENCE
3VA9908-0BB11,FOUND EXACTLY
3VA1150-4EF42-0AA0,NOT IN OLD CATALOGUE
U84O250EKT-SM1XX,NOT IN OLD CATALOGUE
3SU1400-2AA10-1BA0,FOUND EXACTLY
3VA1110-4ED22-0AA0,FOUND EXACTLY
3WL9111-0AG03-0AA0,NOT IN OLD CATALOGUE
U72O250EKT-SXXXX,NOT IN OLD CATALOGUE
3SU1061-0JB40-0AA0,FOUND EXACTLY
3VA2063-5HL32-0AA0,FOUND EXACTLY
3VA2010-6HL32-0AA0,FOUND EXACTLY
7760056089,NOT IN OLD CATALOGUE
3SU1102-6AA30-1AA0,FOUND EXACTLY
1631930000,FOUND EXACTLY
3VA9588-0LB10,FOUND EXACTLY
5SY4163-7CC,FOUND EXACTLY
1036760000,NOT IN OLD CATALOGUE
3RH2911-1HA01,FOUND EXACTLY
5SP4380-7,FOUND EXACTLY
3VA1116-5ED22-0AA0,FOUND EXACTLY
3NW6006-1,NOT IN OLD CATALOGUE
5SL6102-7CC,FOUND EXACTLY
U2424O250EKT-SM2XX,NOT IN OLD CATALOGUE
3RH2911-1GA04,FOUND EXACTLY
3RT2026-1BP40,NOT IN OLD CATALOGUE
3WL9111-0AA55-0AA0,NOT IN OLD CATALOGUE
3RT2023-1BB40,NOT IN OLD CATALOGUE
5SL4210-7CC,FOUND EXACTLY
3WL9111-0AT53-0AA0,NOT IN OLD CATALOGUE
0295900000,NOT IN OLD CATALOGUE
3UG4622-1AA30,NOT IN OLD CATALOGUE
3VA2040-6HN32-0AA0,FOUND EXACTLY
3VA1125-5EF32-0AA0,NOT IN OLD CATALOGUE
3VA2040-5HL32-0AA0,FOUND EXACTLY
3SU1900-0AN10-0AA0,FOUND EXACTLY
3325107,FOUND EXACTLY
5SY6316-7CC,FOUND EXACTLY
U1818O250ECT-XMXXX,NOT IN OLD CATALOGUE
3SU1060-0JB30-0AA0,FOUND EXACTLY
3RT2026-1AV00,NOT IN OLD CATALOGUE
3RA1953-2A,NOT IN OLD CATALOGUE
8881630000,NOT IN OLD CATALOGUE
7760056084,NOT IN OLD CATALOGUE
5SY6304-7CC,FOUND EXACTLY
3VA2325-6HL32-0AA0,NOT IN OLD CATALOGUE
5SL6125-7CC,FOUND EXACTLY
3VA2163-6HL32-0AA0,NOT IN OLD CATALOGUE
1020020000,NOT IN OLD CATALOGUE
U4218G250EKT-SM1XX,FOUND - FORMAT DIFFERENCE
3RT2027-1BP40,NOT IN OLD CATALOGUE
3VA2510-5KQ32-0AA0,FOUND EXACTLY
U4848G250EKT-SM1XX,FOUND - FORMAT DIFFERENCE
5SY4350-7CC,FOUND EXACTLY
3WL9111-0AB18-0AA0,NOT IN OLD CATALOGUE
3RB3016-1NB0,FOUND EXACTLY
3VA1225-4EF42-0AA0,NOT IN OLD CATALOGUE
3VA2116-6HN32-0AA0,FOUND EXACTLY
5SP4292-7,NOT IN OLD CATALOGUE
5SY4220-7CC,FOUND EXACTLY
1220260000,NOT IN OLD CATALOGUE
5SY4303-7,NOT IN OLD CATALOGUE
3327107,FOUND EXACTLY
5SL4163-7CC,FOUND EXACTLY
2528590000,FOUND EXACTLY
8731640000,FOUND EXACTLY
3RT2037-1AF00,NOT IN OLD CATALOGUE
5SY6320-7CC,FOUND EXACTLY
3VA2216-5HL32-0AA0,NOT IN OLD CATALOGUE
3NW6010-1,FOUND EXACTLY
3VA1180-5ED12-0AA0,FOUND EXACTLY
5SL6250-7CC,FOUND EXACTLY
U60G250ECT-SMXXX,NOT IN OLD CATALOGUE
U72O250EKT,FOUND - FORMAT DIFFERENCE
3VA1132-5ED12-0AA0,FOUND EXACTLY
3324107,FOUND EXACTLY
U5430G250EKT-SM2XX,FOUND - FORMAT DIFFERENCE
U18G250ECT,FOUND EXACTLY
3WL9111-0AD06-0AA0,NOT IN OLD CATALOGUE
5SL6232-7CC,FOUND EXACTLY
3RW4046-1BB14,NOT IN OLD CATALOGUE
6ES7972-0BA52-0XA0,NOT IN OLD CATALOGUE
U60G250ECT,FOUND - FORMAT DIFFERENCE
6EP3331-6SB00-0AY0,NOT IN OLD CATALOGUE
3VA1112-5EF32-0AA0,FOUND EXACTLY
5SV9316-7NK16,FOUND EXACTLY
5TL1291-1,NOT IN OLD CATALOGUE
3SU1400-1AA10-1CA0,FOUND EXACTLY
3RT2024-1BB40,NOT IN OLD CATALOGUE
3VA2580-6HN32-0AA0,FOUND EXACTLY
3SK1213-1AJ20,NOT IN OLD CATALOGUE
3VA1450-6EF32-0AA0,FOUND EXACTLY
3SU1062-2DF60-0AA0,FOUND EXACTLY
IND-P-230-GRN,FOUND EXACTLY
3UG4625-1CW30,NOT IN OLD CATALOGUE
U1212O250EKT-XMXXX,NOT IN OLD CATALOGUE
U4824G250EKT-SMXXX,FOUND - FORMAT DIFFERENCE
3SU1150-0AB60-1BA0,FOUND EXACTLY
3SU1401-2BC50-1AA0,FOUND EXACTLY
3SU1102-6AA60-1AA0,FOUND EXACTLY
3RT2046-1AP00,NOT IN OLD CATALOGUE
3RT2916-1BD00,FOUND EXACTLY
SEL2-P-NO,FOUND EXACTLY
3SU1401-1BF50-1AA0,FOUND EXACTLY
3VA1132-3EE32-0AA0,FOUND EXACTLY
5SY4216-7CC,FOUND EXACTLY
0178100000,NOT IN OLD CATALOGUE
U18O250EKT-SXXXX,NOT IN OLD CATALOGUE
5SY4206-7CC,FOUND EXACTLY
U4824O250ECT-XMXXX,NOT IN OLD CATALOGUE
3VA1196-4EF42-0AA0,NOT IN OLD CATALOGUE
3SU1106-6AA00-1AA0,NOT IN OLD CATALOGUE
3VA2225-5HN32-0AA0,FOUND EXACTLY
3VA2040-6HM32-0AA0,FOUND EXACTLY
3SK1213-1AB40,FOUND EXACTLY
3WL9111-0AA58-0AA0,NOT IN OLD CATALOGUE
ESTOP-M,FOUND EXACTLY
3VA9267-0FK21,FOUND EXACTLY
3RB2066-1MC2,FOUND EXACTLY
6SL3000-2BE32-1AA0,NOT IN OLD CATALOGUE
3WL9111-0AT16-0AA0,NOT IN OLD CATALOGUE
6SL3210-1KE15-8AP2,NOT IN OLD CATALOGUE
5TL1291-0,NOT IN OLD CATALOGUE
3VA1180-4ED12-0AA0,FOUND EXACTLY
U48O250ECT,FOUND - FORMAT DIFFERENCE
3RH2911-1HA11,FOUND EXACTLY
3VA1196-5EF42-0AA0,NOT IN OLD CATALOGUE
3RT1065-6SP36-3PA0,NOT IN OLD CATALOGUE
7760056096,FOUND EXACTLY
1176000000,FOUND EXACTLY
3RH2921-1DA02,FOUND EXACTLY
3RN2000-1AW30,NOT IN OLD CATALOGUE
3VA2025-6HN32-0AA0,FOUND EXACTLY
U48O250EKT-XMXXX,NOT IN OLD CATALOGUE
U3018O250EKT-XM2XX,NOT IN OLD CATALOGUE
3VA1163-4ED12-0AA0,FOUND EXACTLY
3WL9111-0AH14-0AA0,NOT IN OLD CATALOGUE
3NW6107-1,NOT IN OLD CATALOGUE
3VA2710-5AC03-0AA0,NOT IN OLD CATALOGUE
3VA9257-0FK21,FOUND EXACTLY
3WL9111-0AA64-0AA0,NOT IN OLD CATALOGUE
3VA2025-5HN32-0AA0,FOUND EXACTLY
1020000000,FOUND EXACTLY
U36O250EKT,FOUND - FORMAT DIFFERENCE
5SY6210-7CC,FOUND EXACTLY
5SU9354-7KK06,FOUND EXACTLY
7760056075,FOUND EXACTLY
3SU1152-0AB60-1BA0,FOUND EXACTLY
3VA1463-5EF42-0AA0,NOT IN OLD CATALOGUE
5ST3801,NOT IN OLD CATALOGUE
3VA9263-0JA12,FOUND EXACTLY
5SY6120-7CC,FOUND EXACTLY
ENCY25048T,FOUND EXACTLY
U3636G250EKT-XMXXX,NOT IN OLD CATALOGUE
3VA2450-7MS32-0AA0,NOT IN OLD CATALOGUE
3SU1102-6AA00-1AA0,NOT IN OLD CATALOGUE
7760056264,FOUND EXACTLY
3UG4512-1AR20,NOT IN OLD CATALOGUE
3RT2017-1FB44-3MA0,FOUND EXACTLY
3VA1140-4ED22-0AA0,FOUND EXACTLY
3VA1450-5EF32-0AA0,FOUND EXACTLY
3RT1056-6SP36-3PA0,NOT IN OLD CATALOGUE
5SY4203-7,NOT IN OLD CATALOGUE
1010200000,FOUND EXACTLY
1037720000,NOT IN OLD CATALOGUE
3VA2563-7HL32-0AA0,NOT IN OLD CATALOGUE
3RH2911-1HA10,FOUND EXACTLY
3VA1116-3EF32-0AA0,FOUND EXACTLY
3VA9601-0WF30,FOUND EXACTLY
1122880000,NOT IN OLD CATALOGUE
6EP3330-6SB00-0AY0,NOT IN OLD CATALOGUE
3SU1102-0AB40-1BA0,FOUND EXACTLY
3VA1163-4EF42-0AA0,NOT IN OLD CATALOGUE
U36G250ECT-SXXXX,NOT IN OLD CATALOGUE
3SU1106-6AA20-1AA0,FOUND EXACTLY
3NW6008-1,NOT IN OLD CATALOGUE
U18G250EKT,FOUND - FORMAT DIFFERENCE
3VA1116-5EF42-0AA0,NOT IN OLD CATALOGUE
7940008494,NOT IN OLD CATALOGUE
7760056095,NOT IN OLD CATALOGUE
3VA1112-3ED22-0AA0,FOUND EXACTLY
1020080000,FOUND EXACTLY
3SU1401-2BF20-1AA0,FOUND EXACTLY
5SL4232-7CC,FOUND EXACTLY
3VA2040-5HM32-0AA0,FOUND EXACTLY
3VA9467-0HA20,FOUND EXACTLY
3VA1132-4EF32-0AA0,NOT IN OLD CATALOGUE
1059000000,FOUND EXACTLY
5SY4103-7,NOT IN OLD CATALOGUE
3VA1120-4EE32-0AA0,FOUND EXACTLY
3SU1150-0AB20-1CA0,FOUND EXACTLY
3SK1111-1AW20,FOUND EXACTLY
3WL9111-0AG02-0AA0,NOT IN OLD CATALOGUE
3VA1332-5EF42-0AA0,NOT IN OLD CATALOGUE
3SU1061-0JB30-0AA0,FOUND EXACTLY
PB-P-GRN,FOUND EXACTLY
U1818G250ECT-SMXXX,FOUND - FORMAT DIFFERENCE
3VA2780-7AC03-0AA0,NOT IN OLD CATALOGUE
3VA9157-0HA20,FOUND EXACTLY
U48G250EKT-SM1XX,FOUND - FORMAT DIFFERENCE
3SU1900-0AC16-0AA0,FOUND EXACTLY
6ED1055-1MB00-0BA2,FOUND EXACTLY
3RH2911-1DA11,FOUND EXACTLY
1028300000,NOT IN OLD CATALOGUE
3NW6012-1,FOUND EXACTLY
5SL6202-7CC,FOUND EXACTLY
ESTOP-P,FOUND EXACTLY
5SP4280-7,NOT IN OLD CATALOGUE
3WL9111-0AA63-0AA0,NOT IN OLD CATALOGUE
3VA2440-7MS32-0AA0,NOT IN OLD CATALOGUE
ENCY25018T,FOUND EXACTLY
3RT2047-1AP00,NOT IN OLD CATALOGUE
6SL3210-1KE31-4AF1,FOUND EXACTLY
6SL3210-1KE17-5AP1,NOT IN OLD CATALOGUE
6ED1055-1NB10-0BA2,FOUND EXACTLY
5SL6240-7CC,FOUND EXACTLY
3VA1196-5ED12-0AA0,FOUND EXACTLY
3VA1163-5ED12-0AA0,FOUND EXACTLY
3SU1060-0JB10-0AA0,FOUND EXACTLY
3RW4026-1BB04,NOT IN OLD CATALOGUE
1028800000,NOT IN OLD CATALOGUE
U3030G250ECT-XM1XX,NOT IN OLD CATALOGUE
7760056097,FOUND EXACTLY
3VA1120-5EF32-0AA0,NOT IN OLD CATALOGUE
3UL2303-1A,FOUND EXACTLY
U24O250ECT-SXXXX,NOT IN OLD CATALOGUE
3SU1100-0AB10-1BA0,FOUND EXACTLY
U36O250EKT-SXXXX,NOT IN OLD CATALOGUE
5SY6250-7CC,FOUND EXACTLY
3SU1401-1BB20-1AA0,FOUND EXACTLY
3WL9111-0AA62-0AA0,NOT IN OLD CATALOGUE
3VA9988-0BA23,NOT IN OLD CATALOGUE
3RP2525-1BW30,FOUND EXACTLY
3RT2028-1FB44-3MA0,FOUND EXACTLY
3325207,FOUND EXACTLY
U48O250ECT-XMXXX,NOT IN OLD CATALOGUE
3WL9111-0AA57-0AA0,NOT IN OLD CATALOGUE
3VA2025-5HL32-0AA0,FOUND EXACTLY
3WL9111-0AT66-0AA0,NOT IN OLD CATALOGUE
3RT2036-1AP00,NOT IN OLD CATALOGUE
3SU1103-0AB50-1BA0,FOUND EXACTLY
3RH1921-1JA11,NOT IN OLD CATALOGUE
1165900030,FOUND EXACTLY
0194300000,NOT IN OLD CATALOGUE
U4848O250EKT-XM1XX,NOT IN OLD CATALOGUE
1020160000,NOT IN OLD CATALOGUE
5SL4301-7CC,FOUND EXACTLY
U4848O250ECT-SM1XX,NOT IN OLD CATALOGUE
3VA1110-5EE32-0AA0,FOUND EXACTLY
3RT2035-1AP00,NOT IN OLD CATALOGUE
3VA1180-3EF32-0AA0,NOT IN OLD CATALOGUE
7760056169,NOT IN OLD CATALOGUE
6SE6400-3TC05-4DD0,NOT IN OLD CATALOGUE
3VA2340-5KQ32-0AA0,NOT IN OLD CATALOGUE
7760056079,NOT IN OLD CATALOGUE
7760056067,NOT IN OLD CATALOGUE
3RT2016-1FB44-3MA0,FOUND EXACTLY
ENCY25042U,FOUND EXACTLY
3VA1163-3EE32-0AA0,FOUND EXACTLY
U5430O250EKT-SM2XX,NOT IN OLD CATALOGUE
6SL3202-0AE16-1CA0,NOT IN OLD CATALOGUE
3WL9111-0BA41-0AA0,NOT IN OLD CATALOGUE
U36G250ECT,FOUND EXACTLY
3SU1102-6AA50-1AA0,FOUND EXACTLY
2838460000,FOUND EXACTLY
3VA1196-4EE32-0AA0,FOUND EXACTLY
3VA2125-5KP32-0AA0,NOT IN OLD CATALOGUE
3VA1510-5EF42-0AA0,NOT IN OLD CATALOGUE
3VA1116-4EF42-0AA0,NOT IN OLD CATALOGUE
3RH2911-1HA20,NOT IN OLD CATALOGUE
ENCY25072T,FOUND EXACTLY
5SY4302-7CC,FOUND EXACTLY
3VA1132-5ED22-0AA0,FOUND EXACTLY
3SU1401-1BC60-1AA0,FOUND EXACTLY
3VA1150-5EF42-0AA0,NOT IN OLD CATALOGUE
3SU1401-2BB30-1AA0,FOUND EXACTLY
3SU1400-1AA10-1BA0,FOUND EXACTLY
7KM5412-6CA00-1EA8,NOT IN OLD CATALOGUE
5TL1263-0,NOT IN OLD CATALOGUE
U24G250EKT-SMXXX,FOUND - FORMAT DIFFERENCE
3VA1110-3EE32-0AA0,FOUND EXACTLY
3RT2926-1CB00,NOT IN OLD CATALOGUE
3RB3036-1WB0,FOUND EXACTLY
7760056059,NOT IN OLD CATALOGUE
3SU1152-6AA60-1AA0,FOUND EXACTLY
7910210000,FOUND EXACTLY
3VA2116-6HM32-0AA0,FOUND EXACTLY
IND-P-230-RED,FOUND EXACTLY
3SU1103-0AB60-1BA0,FOUND EXACTLY
3VA1332-5EF32-0AA0,FOUND EXACTLY
5SP4291-7,NOT IN OLD CATALOGUE
5SL6132-7CC,FOUND EXACTLY
3VA1125-3ED12-0AA0,FOUND EXACTLY
3VA1125-5EE32-0AA0,FOUND EXACTLY
0383560000,NOT IN OLD CATALOGUE
L300AD11,FOUND EXACTLY
3VA1112-4EF32-0AA0,FOUND EXACTLY
3VA2580-6HL32-0AA0,FOUND EXACTLY
3RB2066-1GC2,FOUND EXACTLY
5SL6216-7CC,FOUND EXACTLY
3SU1150-0AB50-1BA0,FOUND EXACTLY
3VA2463-5HL32-0AA0,FOUND EXACTLY
U84G250EKT-XMXXX,NOT IN OLD CATALOGUE
U84O250ECT-SMXXX,NOT IN OLD CATALOGUE
U48O250ECT-SXXXX,NOT IN OLD CATALOGUE
U4848O250EKT-SM1XX,NOT IN OLD CATALOGUE
6ED1055-1MD00-0BA2,FOUND EXACTLY
3VA1180-5ED22-0AA0,FOUND EXACTLY
5SY6105-7CC,NOT IN OLD CATALOGUE
U72G250EKT-XM1XX,NOT IN OLD CATALOGUE
3SU1103-0AB40-1BA0,FOUND EXACTLY
U84O250EKT-XM1XX,NOT IN OLD CATALOGUE
5TL1332-0,NOT IN OLD CATALOGUE
3VA1112-4ED12-0AA0,FOUND EXACTLY
5SP4391-7,FOUND EXACTLY
7760056074,NOT IN OLD CATALOGUE
U96O250EKT-XMXXX,NOT IN OLD CATALOGUE
3SU1401-1BF30-1AA0,FOUND EXACTLY
3VA1180-6EF32-0AA0,FOUND EXACTLY
U4824G250ECT-SMXXX,FOUND - FORMAT DIFFERENCE
3VA2110-5KP32-0AA0,NOT IN OLD CATALOGUE
3VA2025-5HM32-0AA0,FOUND EXACTLY
U2424G250EKT-SM2XX,FOUND - FORMAT DIFFERENCE
3VA1120-3ED12-0AA0,FOUND EXACTLY
3NW6004-1,FOUND EXACTLY
3SU1103-6AA60-1AA0,FOUND EXACTLY
6SL3201-0BE14-3AA0,NOT IN OLD CATALOGUE
3VA1120-6EF32-0AA0,FOUND EXACTLY
3NW6011-1,FOUND EXACTLY
1122840000,FOUND EXACTLY
3VA1196-5EE32-0AA0,FOUND EXACTLY
3VA1196-4EF32-0AA0,NOT IN OLD CATALOGUE
3VA2063-6HL42-0AA0,NOT IN OLD CATALOGUE
3RB2163-4GC2,FOUND EXACTLY
5SY4201-7CC,FOUND EXACTLY
3NW6222-1,FOUND - FORMAT DIFFERENCE
5SL6316-7CC,FOUND EXACTLY
3RW4036-1BB04,NOT IN OLD CATALOGUE
3VA1110-3ED22-0AA0,FOUND EXACTLY
2838410000,FOUND EXACTLY
2838480000,FOUND EXACTLY
U24O250EKT-XMXXX,NOT IN OLD CATALOGUE
3VA9221-0WF30,FOUND EXACTLY
1018790000,FOUND EXACTLY
3SU1153-0AB60-1BA0,FOUND EXACTLY
3VA1116-5EF32-0AA0,FOUND EXACTLY
3VA1225-4EF32-0AA0,FOUND EXACTLY
3RT2026-1AB00,NOT IN OLD CATALOGUE
U36G250EKT-XMXXX,NOT IN OLD CATALOGUE
3SK1211-1BW20,NOT IN OLD CATALOGUE
6EP3322-6SB00-0AY0,NOT IN OLD CATALOGUE
1064170000,FOUND EXACTLY
3VA9467-0HA10,FOUND EXACTLY
5SY4363-7CC,FOUND EXACTLY
U24O250EKT-SXXXX,NOT IN OLD CATALOGUE
6SL3210-5BB17-5BV1,NOT IN OLD CATALOGUE
2528630000,FOUND EXACTLY
3VA2225-5KP32-0AA0,FOUND EXACTLY
0236500000,FOUND EXACTLY
3VA2340-5KP32-0AA0,FOUND EXACTLY
PB-M-GRN,FOUND EXACTLY
5SY4125-7CC,FOUND EXACTLY
U4242O250ECT-SM2XX,NOT IN OLD CATALOGUE
3SU1401-1BF40-1AA0,FOUND EXACTLY
5SV3314-6,FOUND EXACTLY
6SL3210-5BB15-5BV1,NOT IN OLD CATALOGUE
5SY6203-7CC,NOT IN OLD CATALOGUE
U3018G250EKT-SM2XX,FOUND - FORMAT DIFFERENCE
1053360000,FOUND EXACTLY
6EP3321-6SB10-0AY0,NOT IN OLD CATALOGUE
3VA2220-7MS32-0AA0,NOT IN OLD CATALOGUE
3VA1163-3ED22-0AA0,FOUND EXACTLY
3VA1125-4EE32-0AA0,FOUND EXACTLY
5SL6204-7CC,FOUND EXACTLY
U2412G250ECT-SMXXX,FOUND - FORMAT DIFFERENCE
U6036G250EKT-SM1XX,FOUND - FORMAT DIFFERENCE
3SU1100-0AB30-1BA0,FOUND EXACTLY
5SL6110-7CC,FOUND EXACTLY
3VA1120-4ED22-0AA0,FOUND EXACTLY
3SU1401-1BF00-1AA0,NOT IN OLD CATALOGUE
U4242G250EKT-XM2XX,NOT IN OLD CATALOGUE
1010300000,FOUND EXACTLY
3RT2026-1FB44-3MA0,FOUND EXACTLY
3SU1401-2BF50-1AA0,FOUND EXACTLY
3SU1100-0AB40-1BA0,FOUND EXACTLY
3VA9211-0WG30,FOUND EXACTLY
5SY6350-7CC,FOUND EXACTLY
9005890000,NOT IN OLD CATALOGUE
3VA1180-4EF32-0AA0,NOT IN OLD CATALOGUE
5SY4310-7CC,FOUND EXACTLY
3SU1401-2BB50-1AA0,FOUND EXACTLY
3RB3046-1UB0,FOUND EXACTLY
3VA1216-4EF32-0AA0,FOUND EXACTLY
3SU1000-4BL11-0AA0,FOUND EXACTLY
1122750000,FOUND EXACTLY
3SU1200-0FB10-0AA0,FOUND EXACTLY
5SY4104-7CC,FOUND EXACTLY
5SP4191-7,FOUND EXACTLY
IA.PC3X-45400/5A,NOT IN OLD CATALOGUE
5SV9316-7PK20,FOUND EXACTLY
3RT2916-1BC00,NOT IN OLD CATALOGUE
U24G250ECT-SXXXX,NOT IN OLD CATALOGUE
3SU1106-0AB30-1BA0,FOUND EXACTLY
3RT2027-1AF00,NOT IN OLD CATALOGUE
3VA1112-4EF42-0AA0,NOT IN OLD CATALOGUE
